2022-10-06 15:55:53,063 INFO: Normal
2022-10-06 15:55:54,078 INFO: Normal
2022-10-06 15:55:55,097 INFO: Normal
2022-10-06 15:55:56,109 INFO: Normal
2022-10-06 15:55:57,125 INFO: Normal
2022-10-06 15:55:58,144 INFO: Normal
2022-10-06 15:55:59,161 INFO: Normal
2022-10-06 15:56:00,177 INFO: Normal
2022-10-06 15:56:01,241 INFO: Normal
2022-10-06 15:56:02,261 INFO: Normal
2022-10-06 15:56:03,279 INFO: Normal
2022-10-06 15:56:04,296 INFO: Normal
2022-10-06 15:56:05,313 INFO: Normal
2022-10-06 15:56:06,331 INFO: Normal
2022-10-06 15:56:07,347 INFO: Normal
2022-10-06 15:56:08,364 INFO: Normal
2022-10-06 15:56:09,380 INFO: Normal
2022-10-06 15:56:10,397 INFO: Normal
2022-10-06 15:56:11,426 INFO: Normal
2022-10-06 15:56:12,442 INFO: Normal
2022-10-06 15:56:13,455 INFO: Normal
2022-10-06 15:56:14,471 INFO: Normal
2022-10-06 15:56:15,491 INFO: Normal
2022-10-06 15:56:16,509 INFO: Normal
2022-10-06 15:56:17,524 INFO: Normal
2022-10-06 15:56:18,543 INFO: Normal
2022-10-06 15:56:19,563 INFO: Normal
2022-10-06 15:56:20,578 INFO: Normal
2022-10-06 15:56:21,595 INFO: Normal
2022-10-06 15:56:22,612 INFO: Normal
2022-10-06 15:56:23,630 INFO: Normal
2022-10-06 15:56:24,654 INFO: Normal
2022-10-06 15:56:25,672 INFO: Normal
2022-10-06 15:56:26,690 INFO: Normal
2022-10-06 15:56:27,707 INFO: Normal
2022-10-06 15:56:28,726 INFO: Normal
2022-10-06 15:56:29,745 INFO: Normal
2022-10-06 15:56:30,764 INFO: Normal
2022-10-06 15:56:31,780 INFO: Normal
2022-10-06 15:56:32,816 INFO: Normal
2022-10-06 15:56:33,834 INFO: Normal
2022-10-06 15:56:34,847 INFO: Normal
2022-10-06 15:56:35,861 INFO: Normal
2022-10-06 15:56:36,875 INFO: Normal
2022-10-06 15:56:37,893 INFO: Normal
2022-10-06 15:56:38,909 INFO: Normal
2022-10-06 15:56:39,923 INFO: Normal
2022-10-06 15:56:40,937 INFO: Normal
2022-10-06 15:56:41,953 INFO: Normal
2022-10-06 15:56:42,976 INFO: Normal
2022-10-06 15:56:43,991 INFO: Normal
2022-10-06 15:56:45,007 INFO: Normal
2022-10-06 15:56:46,021 INFO: Normal
2022-10-06 15:56:47,038 INFO: Normal
2022-10-06 15:56:48,057 INFO: Normal
2022-10-06 15:56:49,074 INFO: Normal
2022-10-06 15:56:50,091 INFO: Normal
2022-10-06 15:56:51,105 INFO: Normal
2022-10-06 15:56:52,120 INFO: Normal
2022-10-06 15:56:53,136 INFO: Normal
2022-10-06 15:56:54,151 INFO: Normal
2022-10-06 15:56:55,163 INFO: Normal
2022-10-06 15:56:56,178 INFO: Normal
2022-10-06 15:56:57,196 INFO: Normal
2022-10-06 15:56:58,210 INFO: Normal
2022-10-06 15:56:59,231 INFO: Normal
2022-10-06 15:57:00,248 INFO: Normal
2022-10-06 15:57:01,264 INFO: Normal
2022-10-06 15:57:02,280 INFO: Normal
2022-10-06 15:57:03,297 INFO: Normal
2022-10-06 15:57:04,313 INFO: Normal
2022-10-06 15:57:05,329 INFO: Normal
2022-10-06 15:57:06,347 INFO: Normal
2022-10-06 15:57:07,413 INFO: Normal
2022-10-06 15:57:08,431 INFO: Normal
2022-10-06 15:57:09,449 INFO: Normal
2022-10-06 15:57:10,471 INFO: Normal
2022-10-06 15:57:11,496 INFO: Normal
2022-10-06 15:57:12,513 INFO: Normal
2022-10-06 15:57:13,531 INFO: Normal
2022-10-06 15:57:14,554 INFO: Normal
2022-10-06 15:57:15,573 INFO: Normal
2022-10-06 15:57:16,589 INFO: Normal
2022-10-06 15:57:17,608 INFO: Normal
2022-10-06 15:57:18,626 INFO: Normal
2022-10-06 15:57:19,644 INFO: Normal
2022-10-06 15:57:20,661 INFO: Normal
2022-10-06 15:57:21,677 INFO: Normal
2022-10-06 15:57:22,697 INFO: Normal
2022-10-06 15:57:23,716 INFO: Normal
2022-10-06 15:57:24,735 INFO: Normal
2022-10-06 15:57:25,753 INFO: Normal
2022-10-06 15:57:26,770 INFO: Normal
2022-10-06 15:57:27,795 INFO: Normal
2022-10-06 15:57:28,819 INFO: Normal
2022-10-06 15:57:29,836 INFO: Normal
2022-10-06 15:57:30,851 INFO: Normal
2022-10-06 15:57:31,866 INFO: Normal
2022-10-06 15:57:32,882 INFO: Normal
2022-10-06 15:57:33,897 INFO: Normal
2022-10-06 15:57:34,915 INFO: Normal
2022-10-06 15:57:35,927 INFO: Normal
2022-10-06 15:57:36,942 INFO: Normal
2022-10-06 15:57:37,956 INFO: Normal
2022-10-06 15:57:38,971 INFO: Normal
2022-10-06 15:57:39,993 INFO: Normal
2022-10-06 15:57:41,016 INFO: Normal
2022-10-06 15:57:42,032 INFO: Normal
2022-10-06 15:57:43,049 INFO: Normal
2022-10-06 15:57:44,066 INFO: Normal
2022-10-06 15:57:45,083 INFO: Normal
2022-10-06 15:57:46,103 INFO: Normal
2022-10-06 15:57:47,121 INFO: Normal
2022-10-06 15:57:48,137 INFO: Normal
2022-10-06 15:57:49,154 INFO: Normal
2022-10-06 15:57:50,173 INFO: Normal
2022-10-06 15:57:51,191 INFO: Normal
2022-10-06 15:57:52,209 INFO: Normal
2022-10-06 15:57:53,226 INFO: Normal
2022-10-06 15:57:54,243 INFO: Normal
2022-10-06 15:57:55,259 INFO: Normal
2022-10-06 15:57:56,277 INFO: Normal
2022-10-06 15:57:57,291 INFO: Normal
2022-10-06 15:57:58,311 INFO: Normal
2022-10-06 15:57:59,331 INFO: Normal
2022-10-06 15:58:00,352 INFO: Normal
2022-10-06 15:58:01,370 INFO: Normal
2022-10-06 15:58:02,392 INFO: Normal
2022-10-06 15:58:03,412 INFO: Normal
2022-10-06 15:58:04,427 INFO: Normal
2022-10-06 15:58:05,446 INFO: Normal
2022-10-06 15:58:06,466 INFO: Normal
2022-10-06 15:58:07,483 INFO: Normal
2022-10-06 15:58:08,499 INFO: Normal
2022-10-06 15:58:09,517 INFO: Normal
2022-10-06 15:58:10,532 INFO: Normal
2022-10-06 15:58:11,557 INFO: Normal
2022-10-06 15:58:12,575 INFO: Normal
2022-10-06 15:58:13,592 INFO: Normal
2022-10-06 15:58:14,609 INFO: Normal
2022-10-06 15:58:15,627 INFO: Normal
2022-10-06 15:58:16,655 INFO: Normal
2022-10-06 15:58:17,675 INFO: Normal
2022-10-06 15:58:18,696 INFO: Normal
2022-10-06 15:58:19,717 INFO: Normal
2022-10-06 15:58:20,740 INFO: Normal
2022-10-06 15:58:21,760 INFO: Normal
2022-10-06 15:58:22,782 INFO: Normal
2022-10-06 15:58:23,799 INFO: Normal
2022-10-06 15:58:24,817 INFO: Normal
2022-10-06 15:58:25,832 INFO: Normal
2022-10-06 15:58:26,846 INFO: Normal
2022-10-06 15:58:27,864 INFO: Normal
2022-10-06 15:58:28,880 INFO: Normal
2022-10-06 15:58:29,895 INFO: Normal
2022-10-06 15:58:30,912 INFO: Normal
2022-10-06 15:58:31,932 INFO: Normal
2022-10-06 15:58:32,951 INFO: Normal
2022-10-06 15:58:33,964 INFO: Normal
2022-10-06 15:58:34,984 INFO: Normal
2022-10-06 15:58:35,998 INFO: Normal
2022-10-06 15:58:37,015 INFO: Normal
2022-10-06 15:58:38,030 INFO: Normal
2022-10-06 15:58:39,048 INFO: Normal
2022-10-06 15:58:40,065 INFO: Normal
2022-10-06 15:58:41,084 INFO: Normal
2022-10-06 15:58:42,101 INFO: Normal
2022-10-06 15:58:43,121 INFO: Normal
2022-10-06 15:58:44,139 INFO: Normal
2022-10-06 15:58:45,153 INFO: Normal
2022-10-06 15:58:46,169 INFO: Normal
2022-10-06 15:58:47,185 INFO: Normal
2022-10-06 15:58:48,201 INFO: Normal
2022-10-06 15:58:49,219 INFO: Normal
2022-10-06 15:58:50,236 INFO: Normal
2022-10-06 15:58:51,255 INFO: Normal
2022-10-06 15:58:52,271 INFO: Normal
2022-10-06 15:58:53,288 INFO: Normal
2022-10-06 15:58:54,306 INFO: Normal
2022-10-06 15:58:55,324 INFO: Normal
2022-10-06 15:59:46,188 INFO: Normal
2022-10-06 15:59:46,489 INFO: Normal
2022-10-06 15:59:46,703 INFO: Normal
2022-10-06 15:59:47,043 INFO: Normal
